layer,head,mean,min,max,example_id,n_shots,prompt
2,6,0.023479744791984558,0.0,0.9999696016311646,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
2,7,0.04244820773601532,0.0,0.9188459515571594,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
3,0,0.033238865435123444,0.0,0.9999629259109497,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
3,1,0.027939340099692345,0.0,0.9999719858169556,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
3,2,0.034174755215644836,0.0,0.8388700485229492,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
3,3,0.03521411120891571,0.0,0.9999953508377075,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
3,4,0.04879036173224449,0.0,0.7579687237739563,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
3,5,0.03308863937854767,0.0,0.9922962784767151,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
3,6,0.03573242202401161,0.0,0.9999353885650635,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
3,7,0.033254873007535934,0.0,0.9604658484458923,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
4,0,0.004475671332329512,0.0,0.4804898798465729,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
4,1,0.022535819560289383,0.0,0.9997033476829529,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
4,2,0.019845329225063324,0.0,0.9996763467788696,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
4,3,0.020797589793801308,0.0,0.9999997615814209,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
4,4,0.023173436522483826,0.0,0.9999736547470093,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
4,5,0.009058999828994274,0.0,0.9928500652313232,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
4,6,0.025435496121644974,0.0,0.9938554167747498,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
4,7,0.020069846883416176,0.0,0.9624547362327576,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
5,0,0.02357439510524273,0.0,0.9997784495353699,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
5,1,0.040969643741846085,0.0,0.9998931884765625,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
5,2,0.04027852788567543,0.0,1.0,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
5,3,0.06608227640390396,0.0,0.9965358972549438,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
5,4,0.021015306934714317,0.0,1.0,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
5,5,0.026620471850037575,0.0,0.9999043941497803,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
5,6,0.022308791056275368,0.0,1.0,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
5,7,0.07516801357269287,0.0,0.9960991144180298,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
0,0,0.0404006764292717,0.0,0.5488070249557495,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
0,1,0.03037399612367153,0.0,0.3776800036430359,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
0,2,0.05752020329236984,0.0,0.9987336993217468,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
0,3,0.04857740178704262,0.0,0.9999721050262451,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
0,4,0.04032592847943306,0.0,0.4716258943080902,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
0,5,0.04799657315015793,0.0,0.9965332746505737,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
0,6,0.027798963710665703,0.0,0.32913461327552795,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
0,7,0.05072424188256264,0.0,0.888492226600647,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
1,0,0.03413904830813408,0.0,0.6664107441902161,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
1,1,0.0422174446284771,0.0,0.7551288604736328,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
1,2,0.019690075889229774,0.0,0.5997890830039978,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
1,3,0.026905041188001633,0.0,0.31246840953826904,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
1,4,0.047571755945682526,0.0,0.35236671566963196,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
1,5,0.024881526827812195,0.0,0.26108622550964355,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
1,6,0.0556892491877079,0.0,0.7729477286338806,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
1,7,0.04031122848391533,0.0,0.539574384689331,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
2,0,0.03176257759332657,0.0,0.39112240076065063,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
2,1,0.03458261117339134,0.0,0.28714269399642944,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
2,2,0.03222371265292168,0.0,0.5970532894134521,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
2,3,0.04206916689872742,0.0,0.4350004196166992,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
2,4,0.03895387426018715,0.0,0.6262248754501343,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
2,5,0.02945858985185623,0.0,0.35362541675567627,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
2,6,0.02632099576294422,0.0,0.9999696016311646,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
2,7,0.04289856553077698,0.0,0.9188459515571594,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
3,0,0.03661876544356346,0.0,0.9999629259109497,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
3,1,0.03034605272114277,0.0,0.9999719858169556,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
3,2,0.036941949278116226,0.0,0.8388700485229492,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
3,3,0.03626048564910889,0.0,0.9999953508377075,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
3,4,0.05372926965355873,0.0,0.7579687237739563,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
3,5,0.03665502741932869,0.0,0.9922962784767151,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
3,6,0.039331357926130295,0.0,0.9999353885650635,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
3,7,0.03575672581791878,0.0,0.9604658484458923,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
4,0,0.004829572048038244,0.0,0.4804898798465729,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
4,1,0.02607666701078415,0.0,0.9997033476829529,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
4,2,0.022787561640143394,0.0,0.9996763467788696,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
4,3,0.024650083854794502,0.0,0.9999997615814209,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
4,4,0.025518758222460747,0.0,0.9999736547470093,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
4,5,0.009674500674009323,0.0,0.9928500652313232,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
4,6,0.029271932318806648,0.0,0.9938554167747498,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
4,7,0.023199474439024925,0.0,0.9624547362327576,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
5,0,0.026630789041519165,0.0,0.9997784495353699,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
5,1,0.03460588678717613,0.0,0.9998931884765625,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
5,2,0.054456595331430435,0.0,1.0,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
5,3,0.08333437889814377,0.0,0.9950927495956421,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
5,4,0.024793371558189392,0.0,1.0,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
5,5,0.027136819437146187,0.0,0.9999043941497803,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
5,6,0.025342417880892754,0.0,1.0,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
5,7,0.07751814275979996,0.0,0.9778897166252136,411,2,"Is 4055 > 7546? Answer: No
Is 3648 > 56? Answer: Yes
Is 9115 > 982? Answer:"
