model_id,layer,head,alpha,direction,prompt_type,a,b,label,base_margin,steered_margin,margin_shift,flipped
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,58,81,Yes,2.8984375,2.1171875,-0.78125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,46,20,No,-3.564453125,-3.783203125,-0.21875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,47,45,No,-4.1328125,-4.2890625,-0.15625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,26,85,Yes,2.703125,1.8984375,-0.8046875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,34,89,Yes,3.1953125,2.40625,-0.7890625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,87,82,No,-4.2890625,-4.3515625,-0.0625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,9,77,Yes,-0.375,-0.9755859375,-0.6005859375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,81,21,No,-3.564453125,-3.796875,-0.232421875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,68,93,Yes,2.890625,2.109375,-0.78125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,31,20,No,-3.25,-3.5234375,-0.2734375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,59,48,No,-3.6953125,-3.837890625,-0.142578125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,34,81,Yes,2.8203125,2.03125,-0.7890625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,88,71,No,-3.9921875,-4.046875,-0.0546875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,28,87,Yes,2.9140625,2.1328125,-0.78125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,41,98,Yes,3.087890625,2.3203125,-0.767578125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,99,7,No,-3.392578125,-3.6171875,-0.224609375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,29,4,No,-2.6640625,-2.9765625,-0.3125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,40,51,Yes,2.9375,2.109375,-0.828125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,34,8,No,-2.625,-2.984375,-0.359375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,27,72,Yes,2.671875,1.8994140625,-0.7724609375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,91,40,No,-3.857421875,-4.0078125,-0.150390625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,27,83,Yes,3.375,2.6171875,-0.7578125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,63,50,No,-3.375,-3.6328125,-0.2578125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,82,58,No,-3.619140625,-3.787109375,-0.16796875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,18,33,Yes,3.076171875,2.2421875,-0.833984375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,17,31,Yes,2.9140625,2.078125,-0.8359375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,95,71,No,-3.869140625,-3.8984375,-0.029296875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,68,33,No,-3.634765625,-3.814453125,-0.1796875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,95,74,No,-3.640625,-3.796875,-0.15625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,54,74,Yes,3.1953125,2.3515625,-0.84375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,51,46,No,-3.931640625,-4.078125,-0.146484375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,28,17,No,-2.7578125,-3.0625,-0.3046875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,65,63,No,-4.234375,-4.3359375,-0.1015625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,11,96,Yes,0.5625,-0.1484375,-0.7109375,1
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,6,14,Yes,2.46875,1.609375,-0.859375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,19,80,Yes,2.6171875,1.7900390625,-0.8271484375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,20,87,Yes,3.453125,2.671875,-0.78125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,54,76,Yes,2.974609375,2.1875,-0.787109375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,8,49,Yes,0.4677734375,-0.2568359375,-0.724609375,1
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,48,76,Yes,3.375,2.6171875,-0.7578125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,59,67,Yes,3.337890625,2.5625,-0.775390625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,32,70,Yes,3.03125,2.2890625,-0.7421875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,1,87,Yes,1.7021484375,0.953125,-0.7490234375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,92,14,No,-3.0390625,-3.2890625,-0.25,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,87,68,No,-4.0703125,-4.1796875,-0.109375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,96,34,No,-3.4453125,-3.634765625,-0.189453125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,98,82,No,-3.5078125,-3.568359375,-0.060546875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,43,14,No,-2.796875,-3.078125,-0.28125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,37,55,Yes,3.109375,2.3046875,-0.8046875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,20,58,Yes,3.546875,2.7265625,-0.8203125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,0,92,Yes,2.5078125,1.6484375,-0.859375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,92,33,No,-3.7578125,-3.888671875,-0.130859375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,64,97,Yes,2.875,2.109375,-0.765625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,22,64,Yes,2.8984375,2.0625,-0.8359375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,13,80,Yes,1.7421875,0.9296875,-0.8125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,38,81,Yes,2.8046875,2.046875,-0.7578125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,64,77,Yes,3.283203125,2.5078125,-0.775390625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,25,19,No,-3.638671875,-3.828125,-0.189453125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,47,97,Yes,2.84375,2.0625,-0.78125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,20,69,Yes,3.5234375,2.7265625,-0.796875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,81,14,No,-2.828125,-2.46875,0.359375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,3,94,Yes,3.1171875,3.84375,0.7265625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,35,31,No,-3.841796875,-3.609375,0.232421875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,28,17,No,-2.7578125,-2.375,0.3828125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,94,13,No,-2.8046875,-2.4375,0.3671875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,86,94,Yes,3.1328125,3.859375,0.7265625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,69,11,No,-3.220703125,-2.9296875,0.291015625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,75,54,No,-3.935546875,-3.685546875,0.25,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,4,3,No,-2.8515625,-2.515625,0.3359375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,11,27,Yes,2.8828125,3.6015625,0.71875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,29,64,Yes,3.107421875,3.859375,0.751953125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,77,3,No,-3.490234375,-3.234375,0.255859375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,71,25,No,-3.501953125,-3.251953125,0.25,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,91,83,No,-3.828125,-3.755859375,0.072265625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,89,69,No,-3.556640625,-3.375,0.181640625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,53,28,No,-2.84375,-2.4765625,0.3671875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,57,75,Yes,3.322265625,4.03125,0.708984375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,35,0,No,-4.15625,-3.9921875,0.1640625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,97,20,No,-3.53125,-3.345703125,0.185546875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,89,54,No,-3.947265625,-3.7578125,0.189453125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,43,35,No,-3.169921875,-2.859375,0.310546875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,19,27,Yes,2.9609375,3.7109375,0.75,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,97,43,No,-3.904296875,-3.802734375,0.1015625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,13,11,No,-3.7109375,-3.455078125,0.255859375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,48,12,No,-3.90625,-3.671875,0.234375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,45,44,No,-4.4453125,-4.3203125,0.125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,77,33,No,-4.4140625,-4.203125,0.2109375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,5,93,Yes,2.828125,3.5703125,0.7421875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,58,68,Yes,3.34375,4.0390625,0.6953125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,15,48,Yes,3.0703125,3.892578125,0.822265625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,10,70,Yes,1.7744140625,2.5625,0.7880859375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,37,80,Yes,3.15625,3.822265625,0.666015625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,79,46,No,-3.71875,-3.4609375,0.2578125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,73,24,No,-2.9921875,-2.6328125,0.359375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,90,8,No,-3.4296875,-3.1796875,0.25,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,5,84,Yes,2.046875,2.8515625,0.8046875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,29,98,Yes,2.609375,3.375,0.765625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,37,10,No,-2.9765625,-2.609375,0.3671875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,29,12,No,-3.0,-2.6640625,0.3359375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,48,35,No,-3.4921875,-3.2109375,0.28125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,58,81,Yes,2.8984375,3.646484375,0.748046875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,46,20,No,-3.564453125,-3.298828125,0.265625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,47,45,No,-4.1328125,-3.96875,0.1640625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,26,85,Yes,2.703125,3.46875,0.765625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,34,89,Yes,3.1953125,3.8984375,0.703125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,87,82,No,-4.2890625,-4.203125,0.0859375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,9,77,Yes,-0.375,0.359375,0.734375,1
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,81,21,No,-3.564453125,-3.3125,0.251953125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,68,93,Yes,2.890625,3.640625,0.75,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,31,20,No,-3.25,-2.875,0.375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,59,48,No,-3.6953125,-3.498046875,0.197265625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,34,81,Yes,2.8203125,3.5625,0.7421875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,88,71,No,-3.9921875,-3.8671875,0.125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,28,87,Yes,2.9140625,3.625,0.7109375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,41,98,Yes,3.087890625,3.8125,0.724609375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,99,7,No,-3.392578125,-3.171875,0.220703125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,29,4,No,-2.6640625,-2.2578125,0.40625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,40,51,Yes,2.9375,3.75,0.8125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,34,8,No,-2.625,-2.2265625,0.3984375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,27,72,Yes,2.671875,3.390625,0.71875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,91,40,No,-3.857421875,-3.671875,0.185546875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,27,83,Yes,3.375,4.0390625,0.6640625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,63,50,No,-3.375,-3.0625,0.3125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,82,58,No,-3.619140625,-3.3828125,0.236328125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,18,33,Yes,3.076171875,3.8515625,0.775390625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,17,31,Yes,2.9140625,3.689453125,0.775390625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,95,71,No,-3.869140625,-3.857421875,0.01171875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,68,33,No,-3.634765625,-3.390625,0.244140625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,95,74,No,-3.640625,-3.494140625,0.146484375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,54,74,Yes,3.1953125,3.951171875,0.755859375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,51,46,No,-3.931640625,-3.75,0.181640625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,28,17,No,-2.7578125,-2.375,0.3828125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,65,63,No,-4.234375,-4.09375,0.140625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,11,96,Yes,0.5625,1.3505859375,0.7880859375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,6,14,Yes,2.46875,3.3046875,0.8359375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,19,80,Yes,2.6171875,3.408203125,0.791015625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,20,87,Yes,3.453125,4.1484375,0.6953125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,54,76,Yes,2.974609375,3.7265625,0.751953125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,8,49,Yes,0.4677734375,1.2880859375,0.8203125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,48,76,Yes,3.375,4.0625,0.6875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,59,67,Yes,3.337890625,4.0234375,0.685546875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,32,70,Yes,3.03125,3.728515625,0.697265625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,1,87,Yes,1.7021484375,2.5,0.7978515625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,92,14,No,-3.0390625,-2.734375,0.3046875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,87,68,No,-4.0703125,-3.916015625,0.154296875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,96,34,No,-3.4453125,-3.2265625,0.21875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,98,82,No,-3.5078125,-3.3671875,0.140625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,43,14,No,-2.796875,-2.4296875,0.3671875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,37,55,Yes,3.109375,3.859375,0.75,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,20,58,Yes,3.546875,4.2890625,0.7421875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,0,92,Yes,2.5078125,3.3515625,0.84375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,92,33,No,-3.7578125,-3.609375,0.1484375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,64,97,Yes,2.875,3.5859375,0.7109375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,22,64,Yes,2.8984375,3.671875,0.7734375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,13,80,Yes,1.7421875,2.546875,0.8046875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,38,81,Yes,2.8046875,3.537109375,0.732421875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,64,77,Yes,3.283203125,3.9609375,0.677734375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,25,19,No,-3.638671875,-3.3984375,0.240234375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,47,97,Yes,2.84375,3.6015625,0.7578125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,corrupt,20,69,Yes,3.5234375,4.1953125,0.671875,0
