a,b,label,base_pred,steered_pred,base_yes_logp,base_no_logp,base_margin,steered_yes_logp,steered_no_logp,steered_margin,margin_shift,flipped,base_correct,steered_correct,alpha_resid,alpha_head5,alpha_head7,layer
7,74,No,No,No,-9.21875,-6.6484375,-2.5703125,-7.60546875,-6.62890625,-0.9765625,1.59375,0,1,1,0.0,4.0,-12.0,24
94,69,Yes,Yes,Yes,-5.9609375,-9.0703125,3.109375,-5.9375,-10.4140625,4.4765625,1.3671875,0,1,1,0.0,4.0,-12.0,24
7,95,No,No,No,-9.375,-6.56640625,-2.80859375,-7.9296875,-6.5390625,-1.390625,1.41796875,0,1,1,0.0,4.0,-12.0,24
40,7,Yes,Yes,Yes,-6.53515625,-6.95703125,0.421875,-5.96484375,-9.671875,3.70703125,3.28515625,0,1,1,0.0,4.0,-12.0,24
6,74,No,No,No,-9.9609375,-7.0390625,-2.921875,-8.703125,-6.79296875,-1.91015625,1.01171875,0,1,1,0.0,4.0,-12.0,24
61,64,No,No,Yes,-7.703125,-6.0703125,-1.6328125,-6.0703125,-6.7890625,0.71875,2.3515625,1,1,0,0.0,4.0,-12.0,24
67,20,Yes,Yes,Yes,-6.2890625,-9.21875,2.9296875,-6.2734375,-10.5703125,4.296875,1.3671875,0,1,1,0.0,4.0,-12.0,24
7,65,No,No,Yes,-8.5,-6.9453125,-1.5546875,-6.5,-7.8984375,1.3984375,2.953125,1,1,0,0.0,4.0,-12.0,24
10,23,No,No,Yes,-8.78125,-6.4296875,-2.3515625,-6.68359375,-6.88671875,0.203125,2.5546875,1,1,0,0.0,4.0,-12.0,24
8,76,No,No,Yes,-8.96875,-6.76171875,-2.20703125,-6.6171875,-7.296875,0.6796875,2.88671875,1,1,0,0.0,4.0,-12.0,24
8,86,No,No,No,-8.90625,-6.14453125,-2.76171875,-7.2421875,-6.21875,-1.0234375,1.73828125,0,1,1,0.0,4.0,-12.0,24
30,51,No,No,Yes,-8.5859375,-6.796875,-1.7890625,-6.36328125,-7.31640625,0.953125,2.7421875,1,1,0,0.0,4.0,-12.0,24
15,72,No,No,Yes,-9.3125,-7.28125,-2.03125,-7.359375,-7.375,0.015625,2.046875,1,1,0,0.0,4.0,-12.0,24
31,74,No,No,No,-9.09375,-6.80859375,-2.28515625,-7.07421875,-6.87890625,-0.1953125,2.08984375,0,1,1,0.0,4.0,-12.0,24
76,5,Yes,Yes,Yes,-6.51953125,-6.76171875,0.2421875,-5.8671875,-8.9140625,3.046875,2.8046875,0,1,1,0.0,4.0,-12.0,24
79,10,Yes,Yes,Yes,-6.578125,-6.7578125,0.1796875,-5.8671875,-9.0703125,3.203125,3.0234375,0,1,1,0.0,4.0,-12.0,24
53,84,No,No,No,-9.28125,-6.8046875,-2.4765625,-7.40625,-6.65625,-0.75,1.7265625,0,1,1,0.0,4.0,-12.0,24
74,72,Yes,Yes,Yes,-5.82421875,-8.3359375,2.51171875,-5.84375,-9.8671875,4.0234375,1.51171875,0,1,1,0.0,4.0,-12.0,24
66,40,Yes,Yes,Yes,-6.09765625,-9.4296875,3.33203125,-6.0703125,-10.765625,4.6953125,1.36328125,0,1,1,0.0,4.0,-12.0,24
33,26,Yes,Yes,Yes,-5.890625,-9.3984375,3.5078125,-5.953125,-10.7265625,4.7734375,1.265625,0,1,1,0.0,4.0,-12.0,24
85,91,No,No,No,-8.5546875,-6.10546875,-2.44921875,-6.7265625,-6.296875,-0.4296875,2.01953125,0,1,1,0.0,4.0,-12.0,24
40,30,Yes,Yes,Yes,-6.1171875,-10.234375,4.1171875,-6.14453125,-11.5,5.35546875,1.23828125,0,1,1,0.0,4.0,-12.0,24
33,50,No,No,No,-8.859375,-6.56640625,-2.29296875,-6.859375,-6.75,-0.109375,2.18359375,0,1,1,0.0,4.0,-12.0,24
16,85,No,No,Yes,-8.796875,-6.95703125,-1.83984375,-6.87890625,-7.38671875,0.5078125,2.34765625,1,1,0,0.0,4.0,-12.0,24
82,38,Yes,Yes,Yes,-5.98046875,-9.4921875,3.51171875,-5.98828125,-10.4921875,4.50390625,0.9921875,0,1,1,0.0,4.0,-12.0,24
58,40,Yes,Yes,Yes,-6.0234375,-9.328125,3.3046875,-6.00390625,-10.609375,4.60546875,1.30078125,0,1,1,0.0,4.0,-12.0,24
96,9,Yes,No,Yes,-6.8203125,-6.625,-0.1953125,-6.046875,-8.5078125,2.4609375,2.65625,1,0,1,0.0,4.0,-12.0,24
1,58,No,No,Yes,-7.5390625,-6.5859375,-0.953125,-6.21484375,-7.49609375,1.28125,2.234375,1,1,0,0.0,4.0,-12.0,24
79,72,Yes,Yes,Yes,-5.92578125,-9.421875,3.49609375,-5.94140625,-10.5859375,4.64453125,1.1484375,0,1,1,0.0,4.0,-12.0,24
12,9,Yes,Yes,Yes,-6.18359375,-10.21875,4.03515625,-6.1875,-11.453125,5.265625,1.23046875,0,1,1,0.0,4.0,-12.0,24
68,27,Yes,Yes,Yes,-5.984375,-8.8125,2.828125,-5.95703125,-10.1484375,4.19140625,1.36328125,0,1,1,0.0,4.0,-12.0,24
64,33,Yes,Yes,Yes,-5.8984375,-9.078125,3.1796875,-5.9765625,-10.6015625,4.625,1.4453125,0,1,1,0.0,4.0,-12.0,24
16,44,No,No,No,-8.8203125,-6.609375,-2.2109375,-7.0234375,-6.7578125,-0.265625,1.9453125,0,1,1,0.0,4.0,-12.0,24
8,31,No,No,No,-9.015625,-6.5703125,-2.4453125,-7.125,-6.734375,-0.390625,2.0546875,0,1,1,0.0,4.0,-12.0,24
47,36,Yes,Yes,Yes,-5.8515625,-9.25,3.3984375,-5.890625,-10.6015625,4.7109375,1.3125,0,1,1,0.0,4.0,-12.0,24
20,56,No,No,No,-9.53125,-7.40234375,-2.12890625,-7.62109375,-7.51171875,-0.109375,2.01953125,0,1,1,0.0,4.0,-12.0,24
69,90,No,No,Yes,-8.984375,-7.2109375,-1.7734375,-7.0703125,-7.421875,0.3515625,2.125,1,1,0,0.0,4.0,-12.0,24
38,78,No,No,No,-8.9375,-6.49609375,-2.44140625,-7.12109375,-6.49609375,-0.625,1.81640625,0,1,1,0.0,4.0,-12.0,24
83,67,Yes,Yes,Yes,-5.8046875,-9.2734375,3.46875,-5.796875,-10.21875,4.421875,0.953125,0,1,1,0.0,4.0,-12.0,24
1,85,No,No,Yes,-7.91015625,-6.33984375,-1.5703125,-6.17578125,-7.19140625,1.015625,2.5859375,1,1,0,0.0,4.0,-12.0,24
70,38,Yes,Yes,Yes,-6.2265625,-10.4375,4.2109375,-6.3828125,-11.515625,5.1328125,0.921875,0,1,1,0.0,4.0,-12.0,24
84,13,Yes,Yes,Yes,-6.328125,-6.703125,0.375,-5.74609375,-8.875,3.12890625,2.75390625,0,1,1,0.0,4.0,-12.0,24
17,33,No,No,No,-9.140625,-6.63671875,-2.50390625,-7.21875,-6.6796875,-0.5390625,1.96484375,0,1,1,0.0,4.0,-12.0,24
14,13,Yes,Yes,Yes,-5.8125,-8.2578125,2.4453125,-5.8046875,-10.28125,4.4765625,2.03125,0,1,1,0.0,4.0,-12.0,24
95,70,Yes,Yes,Yes,-5.98828125,-8.65625,2.66796875,-5.8515625,-10.125,4.2734375,1.60546875,0,1,1,0.0,4.0,-12.0,24
19,34,No,No,Yes,-8.8359375,-6.84765625,-1.98828125,-6.859375,-7.1796875,0.3203125,2.30859375,1,1,0,0.0,4.0,-12.0,24
36,77,No,No,No,-8.859375,-6.640625,-2.21875,-6.97265625,-6.73828125,-0.234375,1.984375,0,1,1,0.0,4.0,-12.0,24
26,91,No,No,Yes,-9.078125,-7.4375,-1.640625,-7.3671875,-7.65625,0.2890625,1.9296875,1,1,0,0.0,4.0,-12.0,24
43,26,Yes,Yes,Yes,-5.9453125,-9.421875,3.4765625,-5.97265625,-10.671875,4.69921875,1.22265625,0,1,1,0.0,4.0,-12.0,24
87,81,Yes,Yes,Yes,-5.83984375,-8.6953125,2.85546875,-5.8203125,-9.9140625,4.09375,1.23828125,0,1,1,0.0,4.0,-12.0,24
33,64,No,No,No,-8.8125,-6.453125,-2.359375,-7.171875,-6.4375,-0.734375,1.625,0,1,1,0.0,4.0,-12.0,24
62,32,Yes,Yes,Yes,-6.015625,-8.3671875,2.3515625,-5.93359375,-10.0859375,4.15234375,1.80078125,0,1,1,0.0,4.0,-12.0,24
6,11,No,No,No,-9.25,-6.38671875,-2.86328125,-7.0703125,-6.6796875,-0.390625,2.47265625,0,1,1,0.0,4.0,-12.0,24
81,54,Yes,Yes,Yes,-6.15625,-8.671875,2.515625,-6.0078125,-10.15625,4.1484375,1.6328125,0,1,1,0.0,4.0,-12.0,24
35,5,Yes,Yes,Yes,-6.53515625,-7.06640625,0.53125,-6.0,-9.75,3.75,3.21875,0,1,1,0.0,4.0,-12.0,24
0,42,No,No,Yes,-8.515625,-6.5859375,-1.9296875,-6.50390625,-7.19921875,0.6953125,2.625,1,1,0,0.0,4.0,-12.0,24
98,16,Yes,Yes,Yes,-6.35546875,-6.98828125,0.6328125,-5.83203125,-9.34375,3.51171875,2.87890625,0,1,1,0.0,4.0,-12.0,24
81,33,Yes,Yes,Yes,-5.9609375,-7.8671875,1.90625,-5.8125,-9.546875,3.734375,1.828125,0,1,1,0.0,4.0,-12.0,24
20,94,No,No,No,-9.640625,-7.23046875,-2.41015625,-7.78515625,-7.26171875,-0.5234375,1.88671875,0,1,1,0.0,4.0,-12.0,24
56,70,No,No,No,-9.140625,-6.60546875,-2.53515625,-7.4609375,-6.5390625,-0.921875,1.61328125,0,1,1,0.0,4.0,-12.0,24
90,54,Yes,Yes,Yes,-6.16015625,-9.03125,2.87109375,-6.0390625,-10.3203125,4.28125,1.41015625,0,1,1,0.0,4.0,-12.0,24
71,1,Yes,No,Yes,-7.0078125,-6.1953125,-0.8125,-5.8203125,-8.53125,2.7109375,3.5234375,1,0,1,0.0,4.0,-12.0,24
14,9,Yes,Yes,Yes,-6.10546875,-10.21875,4.11328125,-6.09765625,-11.3671875,5.26953125,1.15625,0,1,1,0.0,4.0,-12.0,24
88,19,Yes,Yes,Yes,-5.9765625,-7.9921875,2.015625,-5.82421875,-9.703125,3.87890625,1.86328125,0,1,1,0.0,4.0,-12.0,24
69,4,Yes,Yes,Yes,-6.8359375,-6.9375,0.1015625,-5.98828125,-8.859375,2.87109375,2.76953125,0,1,1,0.0,4.0,-12.0,24
47,74,No,No,No,-9.296875,-6.9140625,-2.3828125,-7.578125,-6.8046875,-0.7734375,1.609375,0,1,1,0.0,4.0,-12.0,24
70,18,Yes,Yes,Yes,-5.85546875,-8.7265625,2.87109375,-5.79296875,-10.2265625,4.43359375,1.5625,0,1,1,0.0,4.0,-12.0,24
55,16,Yes,Yes,Yes,-5.984375,-9.328125,3.34375,-5.97265625,-10.609375,4.63671875,1.29296875,0,1,1,0.0,4.0,-12.0,24
5,39,No,No,No,-9.8828125,-7.3671875,-2.515625,-7.67578125,-7.45703125,-0.21875,2.296875,0,1,1,0.0,4.0,-12.0,24
46,5,Yes,No,Yes,-7.46875,-6.421875,-1.046875,-6.03125,-8.25,2.21875,3.265625,1,0,1,0.0,4.0,-12.0,24
45,26,Yes,Yes,Yes,-5.88671875,-9.578125,3.69140625,-5.9140625,-10.78125,4.8671875,1.17578125,0,1,1,0.0,4.0,-12.0,24
87,31,Yes,Yes,Yes,-6.0859375,-9.015625,2.9296875,-6.0859375,-10.25,4.1640625,1.234375,0,1,1,0.0,4.0,-12.0,24
85,13,Yes,Yes,Yes,-6.328125,-6.8828125,0.5546875,-5.83984375,-9.390625,3.55078125,2.99609375,0,1,1,0.0,4.0,-12.0,24
45,99,No,No,No,-9.46875,-6.79296875,-2.67578125,-8.1328125,-6.625,-1.5078125,1.16796875,0,1,1,0.0,4.0,-12.0,24
71,52,Yes,Yes,Yes,-5.85546875,-8.4453125,2.58984375,-5.8984375,-10.0234375,4.125,1.53515625,0,1,1,0.0,4.0,-12.0,24
79,95,No,No,No,-8.9140625,-6.66796875,-2.24609375,-7.2109375,-6.7109375,-0.5,1.74609375,0,1,1,0.0,4.0,-12.0,24
19,30,No,No,Yes,-8.8984375,-6.29296875,-2.60546875,-6.6640625,-6.671875,0.0078125,2.61328125,1,1,0,0.0,4.0,-12.0,24
20,22,No,No,Yes,-8.7734375,-6.0390625,-2.734375,-6.58203125,-6.66015625,0.078125,2.8125,1,1,0,0.0,4.0,-12.0,24
52,3,Yes,Yes,Yes,-6.6484375,-6.8515625,0.203125,-6.05859375,-9.2265625,3.16796875,2.96484375,0,1,1,0.0,4.0,-12.0,24
22,94,No,No,No,-9.640625,-7.3203125,-2.3203125,-8.046875,-7.203125,-0.84375,1.4765625,0,1,1,0.0,4.0,-12.0,24
42,52,No,No,Yes,-8.1015625,-6.2890625,-1.8125,-6.53515625,-6.56640625,0.03125,1.84375,1,1,0,0.0,4.0,-12.0,24
85,94,No,No,No,-9.1328125,-6.3984375,-2.734375,-7.72265625,-6.31640625,-1.40625,1.328125,0,1,1,0.0,4.0,-12.0,24
31,34,No,No,Yes,-8.234375,-5.76171875,-2.47265625,-6.1875,-6.2734375,0.0859375,2.55859375,1,1,0,0.0,4.0,-12.0,24
20,89,No,No,No,-9.5390625,-7.234375,-2.3046875,-7.453125,-7.296875,-0.15625,2.1484375,0,1,1,0.0,4.0,-12.0,24
13,48,No,No,No,-9.4453125,-6.95703125,-2.48828125,-7.59765625,-6.94140625,-0.65625,1.83203125,0,1,1,0.0,4.0,-12.0,24
4,60,No,No,No,-8.9375,-6.0546875,-2.8828125,-7.0625,-6.1953125,-0.8671875,2.015625,0,1,1,0.0,4.0,-12.0,24
28,25,Yes,Yes,Yes,-5.9296875,-8.9296875,3.0,-5.9140625,-10.3203125,4.40625,1.40625,0,1,1,0.0,4.0,-12.0,24
58,44,Yes,Yes,Yes,-5.98828125,-9.234375,3.24609375,-5.96875,-10.5,4.53125,1.28515625,0,1,1,0.0,4.0,-12.0,24
39,29,Yes,Yes,Yes,-5.80078125,-8.6328125,2.83203125,-5.79296875,-10.3203125,4.52734375,1.6953125,0,1,1,0.0,4.0,-12.0,24
28,3,Yes,No,Yes,-7.65625,-6.25,-1.40625,-6.08203125,-8.34375,2.26171875,3.66796875,1,0,1,0.0,4.0,-12.0,24
84,24,Yes,Yes,Yes,-5.96875,-8.0078125,2.0390625,-5.80078125,-9.640625,3.83984375,1.80078125,0,1,1,0.0,4.0,-12.0,24
51,42,Yes,Yes,Yes,-6.1171875,-8.8515625,2.734375,-6.08984375,-10.5078125,4.41796875,1.68359375,0,1,1,0.0,4.0,-12.0,24
35,8,Yes,Yes,Yes,-6.4140625,-7.15625,0.7421875,-5.921875,-9.6875,3.765625,3.0234375,0,1,1,0.0,4.0,-12.0,24
98,35,Yes,Yes,Yes,-5.984375,-8.3984375,2.4140625,-5.86328125,-9.9375,4.07421875,1.66015625,0,1,1,0.0,4.0,-12.0,24
44,82,No,No,Yes,-8.53125,-6.88671875,-1.64453125,-6.67578125,-7.18359375,0.5078125,2.15234375,1,1,0,0.0,4.0,-12.0,24
65,51,Yes,Yes,Yes,-6.04296875,-8.8984375,2.85546875,-6.05078125,-10.5234375,4.47265625,1.6171875,0,1,1,0.0,4.0,-12.0,24
86,68,Yes,Yes,Yes,-5.859375,-8.7890625,2.9296875,-5.86328125,-10.1875,4.32421875,1.39453125,0,1,1,0.0,4.0,-12.0,24
42,3,Yes,Yes,Yes,-6.359375,-7.5703125,1.2109375,-6.1015625,-9.9453125,3.84375,2.6328125,0,1,1,0.0,4.0,-12.0,24
14,33,No,No,No,-8.8671875,-6.6875,-2.1796875,-7.11328125,-6.80078125,-0.3125,1.8671875,0,1,1,0.0,4.0,-12.0,24
22,74,No,No,No,-9.1328125,-6.7109375,-2.421875,-7.45703125,-6.66796875,-0.7890625,1.6328125,0,1,1,0.0,4.0,-12.0,24
33,4,Yes,No,Yes,-7.140625,-6.4765625,-0.6640625,-5.96484375,-8.7421875,2.77734375,3.44140625,1,0,1,0.0,4.0,-12.0,24
13,76,No,No,Yes,-9.1171875,-7.1171875,-2.0,-7.046875,-7.3671875,0.3203125,2.3203125,1,1,0,0.0,4.0,-12.0,24
55,44,Yes,Yes,Yes,-5.87109375,-8.5859375,2.71484375,-5.8046875,-10.328125,4.5234375,1.80859375,0,1,1,0.0,4.0,-12.0,24
93,40,Yes,Yes,Yes,-5.95703125,-8.8203125,2.86328125,-5.94921875,-10.296875,4.34765625,1.484375,0,1,1,0.0,4.0,-12.0,24
55,77,No,No,No,-8.9453125,-6.19140625,-2.75390625,-7.58984375,-6.15234375,-1.4375,1.31640625,0,1,1,0.0,4.0,-12.0,24
65,14,Yes,Yes,Yes,-6.12109375,-8.546875,2.42578125,-6.00390625,-10.2421875,4.23828125,1.8125,0,1,1,0.0,4.0,-12.0,24
49,73,No,No,No,-9.109375,-7.05078125,-2.05859375,-7.4375,-6.9609375,-0.4765625,1.58203125,0,1,1,0.0,4.0,-12.0,24
24,32,No,No,No,-9.0546875,-6.296875,-2.7578125,-7.5234375,-6.265625,-1.2578125,1.5,0,1,1,0.0,4.0,-12.0,24
5,90,No,No,No,-9.625,-6.7890625,-2.8359375,-7.66796875,-6.85546875,-0.8125,2.0234375,0,1,1,0.0,4.0,-12.0,24
55,0,Yes,Yes,Yes,-6.2109375,-8.828125,2.6171875,-6.078125,-10.796875,4.71875,2.1015625,0,1,1,0.0,4.0,-12.0,24
66,68,No,No,Yes,-7.83984375,-6.01171875,-1.828125,-6.11328125,-6.63671875,0.5234375,2.3515625,1,1,0,0.0,4.0,-12.0,24
87,92,No,No,No,-9.3046875,-6.09375,-3.2109375,-7.98046875,-5.96484375,-2.015625,1.1953125,0,1,1,0.0,4.0,-12.0,24
94,94,No,No,Yes,-8.0390625,-6.5625,-1.4765625,-6.89453125,-7.01953125,0.125,1.6015625,1,1,0,0.0,4.0,-12.0,24
85,25,Yes,Yes,Yes,-6.0078125,-8.125,2.1171875,-5.8515625,-9.96875,4.1171875,2.0,0,1,1,0.0,4.0,-12.0,24
46,55,No,No,No,-8.5703125,-6.390625,-2.1796875,-6.91796875,-6.53515625,-0.3828125,1.796875,0,1,1,0.0,4.0,-12.0,24
8,85,No,No,No,-9.0390625,-6.140625,-2.8984375,-7.3203125,-6.2421875,-1.078125,1.8203125,0,1,1,0.0,4.0,-12.0,24
42,79,No,No,No,-9.328125,-6.93359375,-2.39453125,-7.703125,-6.7734375,-0.9296875,1.46484375,0,1,1,0.0,4.0,-12.0,24
40,84,No,No,Yes,-8.9921875,-6.9921875,-2.0,-7.0078125,-7.1875,0.1796875,2.1796875,1,1,0,0.0,4.0,-12.0,24
15,92,No,No,No,-9.734375,-7.6484375,-2.0859375,-7.80078125,-7.65234375,-0.1484375,1.9375,0,1,1,0.0,4.0,-12.0,24
38,64,No,No,No,-8.7890625,-6.5234375,-2.265625,-7.04296875,-6.48046875,-0.5625,1.703125,0,1,1,0.0,4.0,-12.0,24
39,85,No,No,Yes,-8.546875,-6.6640625,-1.8828125,-6.6171875,-6.9921875,0.375,2.2578125,1,1,0,0.0,4.0,-12.0,24
52,41,Yes,Yes,Yes,-5.97265625,-9.3828125,3.41015625,-6.04296875,-10.796875,4.75390625,1.34375,0,1,1,0.0,4.0,-12.0,24
51,89,No,No,No,-9.3828125,-6.96875,-2.4140625,-7.45703125,-6.81640625,-0.640625,1.7734375,0,1,1,0.0,4.0,-12.0,24
37,70,No,No,Yes,-8.546875,-6.484375,-2.0625,-6.46875,-6.8671875,0.3984375,2.4609375,1,1,0,0.0,4.0,-12.0,24
16,24,No,No,No,-9.2109375,-6.18359375,-3.02734375,-7.5078125,-6.2265625,-1.28125,1.74609375,0,1,1,0.0,4.0,-12.0,24
53,85,No,No,Yes,-8.71875,-6.6640625,-2.0546875,-6.75,-6.859375,0.109375,2.1640625,1,1,0,0.0,4.0,-12.0,24
48,86,No,No,Yes,-8.6796875,-6.75390625,-1.92578125,-6.8515625,-6.9140625,0.0625,1.98828125,1,1,0,0.0,4.0,-12.0,24
95,22,Yes,Yes,Yes,-6.09375,-7.4765625,1.3828125,-5.828125,-9.546875,3.71875,2.3359375,0,1,1,0.0,4.0,-12.0,24
78,72,Yes,Yes,Yes,-5.90625,-8.921875,3.015625,-5.9296875,-10.265625,4.3359375,1.3203125,0,1,1,0.0,4.0,-12.0,24
38,51,No,No,Yes,-8.2421875,-6.30078125,-1.94140625,-6.05078125,-6.80859375,0.7578125,2.69921875,1,1,0,0.0,4.0,-12.0,24
70,0,Yes,Yes,Yes,-5.9375,-9.15625,3.21875,-5.8984375,-10.75,4.8515625,1.6328125,0,1,1,0.0,4.0,-12.0,24
38,36,Yes,Yes,Yes,-5.75390625,-8.2578125,2.50390625,-5.7421875,-9.96875,4.2265625,1.72265625,0,1,1,0.0,4.0,-12.0,24
26,55,No,No,Yes,-8.6015625,-6.67578125,-1.92578125,-6.7734375,-6.96875,0.1953125,2.12109375,1,1,0,0.0,4.0,-12.0,24
74,77,No,No,No,-8.21875,-5.82421875,-2.39453125,-6.57421875,-6.04296875,-0.53125,1.86328125,0,1,1,0.0,4.0,-12.0,24
83,41,Yes,Yes,Yes,-6.0546875,-9.734375,3.6796875,-6.09375,-10.7265625,4.6328125,0.953125,0,1,1,0.0,4.0,-12.0,24
59,56,Yes,Yes,Yes,-6.015625,-9.3125,3.296875,-6.07421875,-10.6875,4.61328125,1.31640625,0,1,1,0.0,4.0,-12.0,24
56,86,No,No,No,-9.2109375,-6.796875,-2.4140625,-7.6015625,-6.640625,-0.9609375,1.453125,0,1,1,0.0,4.0,-12.0,24
27,65,No,No,No,-8.984375,-7.125,-1.859375,-7.25390625,-7.17578125,-0.078125,1.78125,0,1,1,0.0,4.0,-12.0,24
60,94,No,No,Yes,-9.046875,-7.41015625,-1.63671875,-7.08203125,-7.60546875,0.5234375,2.16015625,1,1,0,0.0,4.0,-12.0,24
21,84,No,No,No,-10.0234375,-7.5234375,-2.5,-8.53125,-7.3515625,-1.1796875,1.3203125,0,1,1,0.0,4.0,-12.0,24
10,36,No,No,No,-9.265625,-7.01171875,-2.25390625,-7.53515625,-7.12109375,-0.4140625,1.83984375,0,1,1,0.0,4.0,-12.0,24
65,84,No,No,No,-9.390625,-7.171875,-2.21875,-7.8515625,-6.8828125,-0.96875,1.25,0,1,1,0.0,4.0,-12.0,24
81,79,Yes,Yes,Yes,-5.66796875,-8.765625,3.09765625,-5.65234375,-10.15625,4.50390625,1.40625,0,1,1,0.0,4.0,-12.0,24
42,11,Yes,Yes,Yes,-6.109375,-8.1015625,1.9921875,-5.96484375,-9.921875,3.95703125,1.96484375,0,1,1,0.0,4.0,-12.0,24
96,30,Yes,Yes,Yes,-5.99609375,-8.2421875,2.24609375,-5.875,-9.84375,3.96875,1.72265625,0,1,1,0.0,4.0,-12.0,24
86,39,Yes,Yes,Yes,-6.08203125,-9.34375,3.26171875,-6.06640625,-10.515625,4.44921875,1.1875,0,1,1,0.0,4.0,-12.0,24
28,25,Yes,Yes,Yes,-5.9296875,-8.9296875,3.0,-5.9140625,-10.3203125,4.40625,1.40625,0,1,1,0.0,4.0,-12.0,24
18,3,Yes,Yes,Yes,-6.296875,-8.3671875,2.0703125,-6.18359375,-10.546875,4.36328125,2.29296875,0,1,1,0.0,4.0,-12.0,24
5,31,No,No,Yes,-9.2421875,-7.01953125,-2.22265625,-7.140625,-7.234375,0.09375,2.31640625,1,1,0,0.0,4.0,-12.0,24
60,78,No,No,No,-9.25,-6.63671875,-2.61328125,-7.70703125,-6.46484375,-1.2421875,1.37109375,0,1,1,0.0,4.0,-12.0,24
98,9,Yes,No,Yes,-7.140625,-6.6015625,-0.5390625,-6.1640625,-8.484375,2.3203125,2.859375,1,0,1,0.0,4.0,-12.0,24
58,53,Yes,Yes,Yes,-6.00390625,-8.8203125,2.81640625,-5.9765625,-10.171875,4.1953125,1.37890625,0,1,1,0.0,4.0,-12.0,24
80,73,Yes,Yes,Yes,-5.83984375,-9.234375,3.39453125,-5.8203125,-10.40625,4.5859375,1.19140625,0,1,1,0.0,4.0,-12.0,24
24,91,No,No,Yes,-8.953125,-7.33203125,-1.62109375,-7.1875,-7.5859375,0.3984375,2.01953125,1,1,0,0.0,4.0,-12.0,24
89,49,Yes,Yes,Yes,-6.13671875,-9.484375,3.34765625,-6.1171875,-10.6328125,4.515625,1.16796875,0,1,1,0.0,4.0,-12.0,24
63,51,Yes,Yes,Yes,-5.8359375,-8.6875,2.8515625,-5.875,-10.2890625,4.4140625,1.5625,0,1,1,0.0,4.0,-12.0,24
31,18,Yes,Yes,Yes,-5.8828125,-10.109375,4.2265625,-5.91015625,-10.9765625,5.06640625,0.83984375,0,1,1,0.0,4.0,-12.0,24
83,88,No,No,Yes,-7.98828125,-5.44140625,-2.546875,-5.9609375,-6.0625,0.1015625,2.6484375,1,1,0,0.0,4.0,-12.0,24
0,96,No,No,Yes,-8.2265625,-6.16015625,-2.06640625,-6.19140625,-6.88671875,0.6953125,2.76171875,1,1,0,0.0,4.0,-12.0,24
98,13,Yes,Yes,Yes,-6.53125,-6.6796875,0.1484375,-5.84375,-9.0546875,3.2109375,3.0625,0,1,1,0.0,4.0,-12.0,24
99,54,Yes,Yes,Yes,-6.1015625,-9.2421875,3.140625,-6.07421875,-10.5625,4.48828125,1.34765625,0,1,1,0.0,4.0,-12.0,24
28,22,Yes,Yes,Yes,-5.859375,-8.7265625,2.8671875,-5.82421875,-10.171875,4.34765625,1.48046875,0,1,1,0.0,4.0,-12.0,24
89,66,Yes,Yes,Yes,-5.8359375,-8.96875,3.1328125,-5.8515625,-10.296875,4.4453125,1.3125,0,1,1,0.0,4.0,-12.0,24
59,6,Yes,No,Yes,-7.75,-6.265625,-1.484375,-6.10546875,-8.140625,2.03515625,3.51953125,1,0,1,0.0,4.0,-12.0,24
71,31,Yes,Yes,Yes,-5.83984375,-9.1328125,3.29296875,-5.91796875,-10.5,4.58203125,1.2890625,0,1,1,0.0,4.0,-12.0,24
15,58,No,No,No,-9.7265625,-7.51171875,-2.21484375,-7.84375,-7.421875,-0.421875,1.79296875,0,1,1,0.0,4.0,-12.0,24
17,59,No,No,No,-9.546875,-7.22265625,-2.32421875,-7.79296875,-7.09765625,-0.6953125,1.62890625,0,1,1,0.0,4.0,-12.0,24
85,67,Yes,Yes,Yes,-5.79296875,-9.640625,3.84765625,-5.81640625,-10.5546875,4.73828125,0.890625,0,1,1,0.0,4.0,-12.0,24
71,76,No,No,Yes,-8.3671875,-5.984375,-2.3828125,-6.3515625,-6.375,0.0234375,2.40625,1,1,0,0.0,4.0,-12.0,24
40,96,No,No,No,-9.2265625,-7.12890625,-2.09765625,-7.33984375,-7.18359375,-0.15625,1.94140625,0,1,1,0.0,4.0,-12.0,24
56,78,No,No,No,-9.515625,-6.515625,-3.0,-8.328125,-6.22265625,-2.10546875,0.89453125,0,1,1,0.0,4.0,-12.0,24
92,64,Yes,Yes,Yes,-5.9375,-8.59375,2.65625,-5.8515625,-10.0546875,4.203125,1.546875,0,1,1,0.0,4.0,-12.0,24
54,70,No,No,No,-8.859375,-6.51171875,-2.34765625,-6.96484375,-6.57421875,-0.390625,1.95703125,0,1,1,0.0,4.0,-12.0,24
57,20,Yes,Yes,Yes,-6.1328125,-9.2578125,3.125,-6.12109375,-10.5703125,4.44921875,1.32421875,0,1,1,0.0,4.0,-12.0,24
95,60,Yes,Yes,Yes,-6.0,-8.5390625,2.5390625,-5.8671875,-10.125,4.2578125,1.71875,0,1,1,0.0,4.0,-12.0,24
57,33,Yes,Yes,Yes,-6.02734375,-8.6875,2.66015625,-6.015625,-10.390625,4.375,1.71484375,0,1,1,0.0,4.0,-12.0,24
96,31,Yes,Yes,Yes,-6.09375,-8.53125,2.4375,-6.03125,-10.015625,3.984375,1.546875,0,1,1,0.0,4.0,-12.0,24
