prompt_type,direction,alpha,prompt,base_margin,steered_margin,margin_shift,flipped,layer,head,seed,n
corrupt,plus,10.0,Is 5669 > 8023? Answer:,-2.25390625,-2.67578125,-0.421875,0,24,5,42,100
corrupt,plus,10.0,Is 3993 > 5244? Answer:,-1.9375,-2.390625,-0.453125,0,24,5,42,100
corrupt,plus,10.0,Is 2947 > 3494? Answer:,-1.72265625,-2.41796875,-0.6953125,0,24,5,42,100
corrupt,plus,10.0,Is 3295 > 6000? Answer:,-1.4453125,-2.46484375,-1.01953125,0,24,5,42,100
corrupt,plus,10.0,Is 3588 > 5550? Answer:,-1.5390625,-2.3203125,-0.78125,0,24,5,42,100
corrupt,plus,10.0,Is 1046 > 1335? Answer:,-1.515625,-2.1796875,-0.6640625,0,24,5,42,100
corrupt,plus,10.0,Is 1253 > 3209? Answer:,-2.2578125,-2.82421875,-0.56640625,0,24,5,42,100
corrupt,plus,10.0,Is 3644 > 4956? Answer:,-2.15234375,-2.53125,-0.37890625,0,24,5,42,100
corrupt,plus,10.0,Is 3774 > 6889? Answer:,-2.3125,-2.7265625,-0.4140625,0,24,5,42,100
corrupt,plus,10.0,Is 5350 > 8695? Answer:,-2.515625,-2.92578125,-0.41015625,0,24,5,42,100
corrupt,plus,10.0,Is 1545 > 1712? Answer:,-1.54296875,-2.1875,-0.64453125,0,24,5,42,100
corrupt,plus,10.0,Is 4282 > 6171? Answer:,-1.94921875,-2.390625,-0.44140625,0,24,5,42,100
corrupt,plus,10.0,Is 3817 > 6088? Answer:,-2.1953125,-2.75,-0.5546875,0,24,5,42,100
corrupt,plus,10.0,Is 1456 > 1815? Answer:,-1.2578125,-1.9609375,-0.703125,0,24,5,42,100
corrupt,plus,10.0,Is 3174 > 8154? Answer:,-2.24609375,-2.7890625,-0.54296875,0,24,5,42,100
corrupt,plus,10.0,Is 1167 > 6425? Answer:,-1.3359375,-2.3671875,-1.03125,0,24,5,42,100
corrupt,plus,10.0,Is 2366 > 4127? Answer:,-1.515625,-2.2578125,-0.7421875,0,24,5,42,100
corrupt,plus,10.0,Is 2898 > 9844? Answer:,-2.26953125,-2.7734375,-0.50390625,0,24,5,42,100
corrupt,plus,10.0,Is 2016 > 3488? Answer:,-1.5390625,-2.3125,-0.7734375,0,24,5,42,100
corrupt,plus,10.0,Is 8624 > 9933? Answer:,-2.125,-2.41015625,-0.28515625,0,24,5,42,100
corrupt,plus,10.0,Is 1073 > 1312? Answer:,-1.3359375,-2.0546875,-0.71875,0,24,5,42,100
corrupt,plus,10.0,Is 1431 > 8395? Answer:,-1.7265625,-2.609375,-0.8828125,0,24,5,42,100
corrupt,plus,10.0,Is 3167 > 8701? Answer:,-2.1640625,-2.69140625,-0.52734375,0,24,5,42,100
corrupt,plus,10.0,Is 3424 > 9258? Answer:,-2.5,-2.921875,-0.421875,0,24,5,42,100
corrupt,plus,10.0,Is 3587 > 4908? Answer:,-2.5546875,-2.85546875,-0.30078125,0,24,5,42,100
corrupt,plus,10.0,Is 1633 > 2136? Answer:,-1.65625,-2.22265625,-0.56640625,0,24,5,42,100
corrupt,plus,10.0,Is 4563 > 5545? Answer:,-1.63671875,-2.1484375,-0.51171875,0,24,5,42,100
corrupt,plus,10.0,Is 6955 > 9964? Answer:,-2.078125,-2.46875,-0.390625,0,24,5,42,100
corrupt,plus,10.0,Is 2496 > 4682? Answer:,-2.05078125,-2.578125,-0.52734375,0,24,5,42,100
corrupt,plus,10.0,Is 4062 > 4761? Answer:,-1.55859375,-2.19140625,-0.6328125,0,24,5,42,100
corrupt,plus,10.0,Is 1482 > 3890? Answer:,-2.1484375,-2.703125,-0.5546875,0,24,5,42,100
corrupt,plus,10.0,Is 1068 > 4008? Answer:,-1.875,-2.60546875,-0.73046875,0,24,5,42,100
corrupt,plus,10.0,Is 1086 > 1955? Answer:,-1.2109375,-2.046875,-0.8359375,0,24,5,42,100
corrupt,plus,10.0,Is 6016 > 7943? Answer:,-1.77734375,-2.23828125,-0.4609375,0,24,5,42,100
corrupt,plus,10.0,Is 3896 > 7270? Answer:,-1.89453125,-2.51953125,-0.625,0,24,5,42,100
corrupt,plus,10.0,Is 2040 > 7453? Answer:,-2.03125,-2.734375,-0.703125,0,24,5,42,100
corrupt,plus,10.0,Is 5061 > 9105? Answer:,-2.1796875,-2.671875,-0.4921875,0,24,5,42,100
corrupt,plus,10.0,Is 2285 > 9442? Answer:,-2.1875,-2.78125,-0.59375,0,24,5,42,100
corrupt,plus,10.0,Is 4116 > 5475? Answer:,-1.75,-2.31640625,-0.56640625,0,24,5,42,100
corrupt,plus,10.0,Is 2990 > 5460? Answer:,-1.9296875,-2.51171875,-0.58203125,0,24,5,42,100
corrupt,plus,10.0,Is 1570 > 2495? Answer:,-1.984375,-2.57421875,-0.58984375,0,24,5,42,100
corrupt,plus,10.0,Is 1647 > 3148? Answer:,-1.70703125,-2.34765625,-0.640625,0,24,5,42,100
corrupt,plus,10.0,Is 4878 > 7153? Answer:,-1.93359375,-2.4296875,-0.49609375,0,24,5,42,100
corrupt,plus,10.0,Is 2977 > 6464? Answer:,-1.44140625,-2.31640625,-0.875,0,24,5,42,100
corrupt,plus,10.0,Is 1757 > 9637? Answer:,-2.1640625,-2.75,-0.5859375,0,24,5,42,100
corrupt,plus,10.0,Is 1363 > 4083? Answer:,-1.62890625,-2.5546875,-0.92578125,0,24,5,42,100
corrupt,plus,10.0,Is 3934 > 4050? Answer:,-1.91796875,-2.51953125,-0.6015625,0,24,5,42,100
corrupt,minus,-10.0,Is 1622 > 1803? Answer:,-1.5078125,0.078125,1.5859375,1,24,5,42,100
corrupt,minus,-10.0,Is 3585 > 6891? Answer:,-2.25,-0.765625,1.484375,0,24,5,42,100
corrupt,minus,-10.0,Is 4346 > 4897? Answer:,-2.01953125,-0.9375,1.08203125,0,24,5,42,100
corrupt,minus,-10.0,Is 1539 > 1773? Answer:,-1.6640625,-0.34375,1.3203125,0,24,5,42,100
corrupt,minus,-10.0,Is 1170 > 2813? Answer:,-1.63671875,0.4453125,2.08203125,1,24,5,42,100
corrupt,minus,-10.0,Is 5623 > 5738? Answer:,-2.16796875,-0.6796875,1.48828125,0,24,5,42,100
corrupt,minus,-10.0,Is 6040 > 7621? Answer:,-1.90234375,-0.7109375,1.19140625,0,24,5,42,100
corrupt,minus,-10.0,Is 6076 > 7457? Answer:,-2.109375,-1.046875,1.0625,0,24,5,42,100
corrupt,minus,-10.0,Is 1591 > 5619? Answer:,-2.203125,-0.59375,1.609375,0,24,5,42,100
corrupt,minus,-10.0,Is 4404 > 8557? Answer:,-2.1484375,-0.8515625,1.296875,0,24,5,42,100
corrupt,minus,-10.0,Is 2670 > 5503? Answer:,-2.1484375,-0.609375,1.5390625,0,24,5,42,100
corrupt,minus,-10.0,Is 2522 > 2642? Answer:,-0.515625,1.2890625,1.8046875,1,24,5,42,100
corrupt,minus,-10.0,Is 5529 > 8034? Answer:,-2.3671875,-1.171875,1.1953125,0,24,5,42,100
corrupt,minus,-10.0,Is 3980 > 4621? Answer:,-1.7578125,-0.0625,1.6953125,0,24,5,42,100
corrupt,minus,-10.0,Is 3176 > 5908? Answer:,-2.4140625,-1.0859375,1.328125,0,24,5,42,100
corrupt,minus,-10.0,Is 1921 > 5054? Answer:,-2.00390625,-0.453125,1.55078125,0,24,5,42,100
corrupt,minus,-10.0,Is 1460 > 1829? Answer:,-1.9765625,-0.578125,1.3984375,0,24,5,42,100
corrupt,minus,-10.0,Is 1510 > 8991? Answer:,-1.96875,-0.0625,1.90625,0,24,5,42,100
corrupt,minus,-10.0,Is 7393 > 8724? Answer:,-2.0703125,-0.5859375,1.484375,0,24,5,42,100
corrupt,minus,-10.0,Is 2573 > 3490? Answer:,-1.875,-0.1171875,1.7578125,0,24,5,42,100
corrupt,minus,-10.0,Is 2128 > 2487? Answer:,-2.1484375,-1.1171875,1.03125,0,24,5,42,100
corrupt,minus,-10.0,Is 3235 > 7304? Answer:,-2.2734375,-0.78125,1.4921875,0,24,5,42,100
corrupt,minus,-10.0,Is 1594 > 1611? Answer:,-1.5390625,0.28125,1.8203125,1,24,5,42,100
corrupt,minus,-10.0,Is 4583 > 5011? Answer:,-1.7578125,-0.21875,1.5390625,0,24,5,42,100
corrupt,minus,-10.0,Is 5749 > 7101? Answer:,-1.84375,-0.3046875,1.5390625,0,24,5,42,100
corrupt,minus,-10.0,Is 2331 > 7839? Answer:,-2.42578125,-1.09765625,1.328125,0,24,5,42,100
corrupt,minus,-10.0,Is 2528 > 4275? Answer:,-1.6171875,0.1875,1.8046875,1,24,5,42,100
corrupt,minus,-10.0,Is 1196 > 5480? Answer:,-1.6875,0.484375,2.171875,1,24,5,42,100
corrupt,minus,-10.0,Is 1759 > 5919? Answer:,-2.16796875,-0.703125,1.46484375,0,24,5,42,100
corrupt,minus,-10.0,Is 5570 > 7690? Answer:,-2.19140625,-0.9765625,1.21484375,0,24,5,42,100
corrupt,minus,-10.0,Is 7183 > 9302? Answer:,-2.3125,-1.0546875,1.2578125,0,24,5,42,100
corrupt,minus,-10.0,Is 4192 > 4299? Answer:,-1.5625,0.21875,1.78125,1,24,5,42,100
corrupt,minus,-10.0,Is 2204 > 4697? Answer:,-2.2265625,-0.8203125,1.40625,0,24,5,42,100
corrupt,minus,-10.0,Is 4019 > 9149? Answer:,-1.92578125,-0.5625,1.36328125,0,24,5,42,100
corrupt,minus,-10.0,Is 1323 > 1687? Answer:,-1.9453125,-0.5,1.4453125,0,24,5,42,100
corrupt,minus,-10.0,Is 2356 > 8161? Answer:,-1.4296875,0.625,2.0546875,1,24,5,42,100
corrupt,minus,-10.0,Is 1541 > 5166? Answer:,-2.015625,0.03125,2.046875,1,24,5,42,100
corrupt,minus,-10.0,Is 3939 > 7178? Answer:,-2.34375,-0.8828125,1.4609375,0,24,5,42,100
corrupt,minus,-10.0,Is 1674 > 3971? Answer:,-1.8046875,0.046875,1.8515625,1,24,5,42,100
corrupt,minus,-10.0,Is 4403 > 6080? Answer:,-1.62890625,-0.0625,1.56640625,0,24,5,42,100
corrupt,minus,-10.0,Is 4699 > 9462? Answer:,-2.17578125,-0.8359375,1.33984375,0,24,5,42,100
corrupt,minus,-10.0,Is 2204 > 2446? Answer:,-1.984375,-0.59375,1.390625,0,24,5,42,100
corrupt,minus,-10.0,Is 4969 > 6667? Answer:,-1.6875,-0.3046875,1.3828125,0,24,5,42,100
corrupt,minus,-10.0,Is 1273 > 1875? Answer:,-1.1171875,0.8984375,2.015625,1,24,5,42,100
corrupt,minus,-10.0,Is 6751 > 7910? Answer:,-1.8203125,-0.4765625,1.34375,0,24,5,42,100
corrupt,minus,-10.0,Is 4152 > 4916? Answer:,-1.234375,0.6484375,1.8828125,1,24,5,42,100
corrupt,minus,-10.0,Is 3935 > 8575? Answer:,-1.984375,-0.34375,1.640625,0,24,5,42,100
corrupt,minus,-10.0,Is 3330 > 9082? Answer:,-2.42578125,-0.953125,1.47265625,0,24,5,42,100
corrupt,minus,-10.0,Is 2472 > 3156? Answer:,-1.78515625,-0.4140625,1.37109375,0,24,5,42,100
corrupt,minus,-10.0,Is 1800 > 6730? Answer:,-2.0703125,-0.4765625,1.59375,0,24,5,42,100
corrupt,minus,-10.0,Is 2498 > 8494? Answer:,-2.15234375,-0.8515625,1.30078125,0,24,5,42,100
corrupt,minus,-10.0,Is 1053 > 8244? Answer:,-1.55859375,0.671875,2.23046875,1,24,5,42,100
corrupt,minus,-10.0,Is 6643 > 8171? Answer:,-1.8046875,-0.625,1.1796875,0,24,5,42,100
corrupt,minus,-10.0,Is 5669 > 8023? Answer:,-2.25390625,-1.078125,1.17578125,0,24,5,42,100
corrupt,minus,-10.0,Is 3993 > 5244? Answer:,-1.9375,-0.59375,1.34375,0,24,5,42,100
corrupt,minus,-10.0,Is 2947 > 3494? Answer:,-1.72265625,0.0546875,1.77734375,1,24,5,42,100
corrupt,minus,-10.0,Is 3295 > 6000? Answer:,-1.4453125,0.6953125,2.140625,1,24,5,42,100
corrupt,minus,-10.0,Is 3588 > 5550? Answer:,-1.5390625,0.390625,1.9296875,1,24,5,42,100
corrupt,minus,-10.0,Is 1046 > 1335? Answer:,-1.515625,0.1171875,1.6328125,1,24,5,42,100
corrupt,minus,-10.0,Is 1253 > 3209? Answer:,-2.2578125,-0.7109375,1.546875,0,24,5,42,100
corrupt,minus,-10.0,Is 3644 > 4956? Answer:,-2.15234375,-0.953125,1.19921875,0,24,5,42,100
corrupt,minus,-10.0,Is 3774 > 6889? Answer:,-2.3125,-1.015625,1.296875,0,24,5,42,100
corrupt,minus,-10.0,Is 5350 > 8695? Answer:,-2.515625,-1.3125,1.203125,0,24,5,42,100
corrupt,minus,-10.0,Is 1545 > 1712? Answer:,-1.54296875,0.171875,1.71484375,1,24,5,42,100
corrupt,minus,-10.0,Is 4282 > 6171? Answer:,-1.94921875,-0.7109375,1.23828125,0,24,5,42,100
corrupt,minus,-10.0,Is 3817 > 6088? Answer:,-2.1953125,-0.546875,1.6484375,0,24,5,42,100
corrupt,minus,-10.0,Is 1456 > 1815? Answer:,-1.2578125,0.5625,1.8203125,1,24,5,42,100
corrupt,minus,-10.0,Is 3174 > 8154? Answer:,-2.24609375,-0.8125,1.43359375,0,24,5,42,100
corrupt,minus,-10.0,Is 1167 > 6425? Answer:,-1.3359375,0.890625,2.2265625,1,24,5,42,100
corrupt,minus,-10.0,Is 2366 > 4127? Answer:,-1.515625,0.34375,1.859375,1,24,5,42,100
corrupt,minus,-10.0,Is 2898 > 9844? Answer:,-2.26953125,-0.828125,1.44140625,0,24,5,42,100
corrupt,minus,-10.0,Is 2016 > 3488? Answer:,-1.5390625,0.265625,1.8046875,1,24,5,42,100
corrupt,minus,-10.0,Is 8624 > 9933? Answer:,-2.125,-1.203125,0.921875,0,24,5,42,100
corrupt,minus,-10.0,Is 1073 > 1312? Answer:,-1.3359375,0.34375,1.6796875,1,24,5,42,100
corrupt,minus,-10.0,Is 1431 > 8395? Answer:,-1.7265625,0.328125,2.0546875,1,24,5,42,100
corrupt,minus,-10.0,Is 3167 > 8701? Answer:,-2.1640625,-0.6484375,1.515625,0,24,5,42,100
corrupt,minus,-10.0,Is 3424 > 9258? Answer:,-2.5,-1.24609375,1.25390625,0,24,5,42,100
corrupt,minus,-10.0,Is 3587 > 4908? Answer:,-2.5546875,-1.4453125,1.109375,0,24,5,42,100
corrupt,minus,-10.0,Is 1633 > 2136? Answer:,-1.65625,-0.1015625,1.5546875,0,24,5,42,100
corrupt,minus,-10.0,Is 4563 > 5545? Answer:,-1.63671875,-0.1875,1.44921875,0,24,5,42,100
corrupt,minus,-10.0,Is 6955 > 9964? Answer:,-2.078125,-1.0,1.078125,0,24,5,42,100
corrupt,minus,-10.0,Is 2496 > 4682? Answer:,-2.05078125,-0.4765625,1.57421875,0,24,5,42,100
corrupt,minus,-10.0,Is 4062 > 4761? Answer:,-1.55859375,0.046875,1.60546875,1,24,5,42,100
corrupt,minus,-10.0,Is 1482 > 3890? Answer:,-2.1484375,-0.546875,1.6015625,0,24,5,42,100
corrupt,minus,-10.0,Is 1068 > 4008? Answer:,-1.875,0.0546875,1.9296875,1,24,5,42,100
corrupt,minus,-10.0,Is 1086 > 1955? Answer:,-1.2109375,0.625,1.8359375,1,24,5,42,100
corrupt,minus,-10.0,Is 6016 > 7943? Answer:,-1.77734375,-0.53125,1.24609375,0,24,5,42,100
corrupt,minus,-10.0,Is 3896 > 7270? Answer:,-1.89453125,-0.140625,1.75390625,0,24,5,42,100
corrupt,minus,-10.0,Is 2040 > 7453? Answer:,-2.03125,-0.3359375,1.6953125,0,24,5,42,100
corrupt,minus,-10.0,Is 5061 > 9105? Answer:,-2.1796875,-0.859375,1.3203125,0,24,5,42,100
corrupt,minus,-10.0,Is 2285 > 9442? Answer:,-2.1875,-0.5546875,1.6328125,0,24,5,42,100
corrupt,minus,-10.0,Is 4116 > 5475? Answer:,-1.75,-0.2109375,1.5390625,0,24,5,42,100
corrupt,minus,-10.0,Is 2990 > 5460? Answer:,-1.9296875,-0.4296875,1.5,0,24,5,42,100
corrupt,minus,-10.0,Is 1570 > 2495? Answer:,-1.984375,-0.28125,1.703125,0,24,5,42,100
corrupt,minus,-10.0,Is 1647 > 3148? Answer:,-1.70703125,-0.03125,1.67578125,0,24,5,42,100
corrupt,minus,-10.0,Is 4878 > 7153? Answer:,-1.93359375,-0.609375,1.32421875,0,24,5,42,100
corrupt,minus,-10.0,Is 2977 > 6464? Answer:,-1.44140625,0.421875,1.86328125,1,24,5,42,100
corrupt,minus,-10.0,Is 1757 > 9637? Answer:,-2.1640625,-0.671875,1.4921875,0,24,5,42,100
corrupt,minus,-10.0,Is 1363 > 4083? Answer:,-1.62890625,0.4375,2.06640625,1,24,5,42,100
corrupt,minus,-10.0,Is 3934 > 4050? Answer:,-1.91796875,-0.234375,1.68359375,0,24,5,42,100
